id;name;release;memory;gpuclock;memoryclock;price
1509;GeForce GTX 3447;3032;7198;1176;1418;19300
1510;GeForce GTX 3448;3033;9902;1019;1856;12399
1511;GeForce GTX 3449;3034;1733;2917;1266;1442
1512;GeForce GTX 3450;3035;9179;1964;856;19503
1513;GeForce GTX 3451;3036;2396;2417;2877;12603
1514;GeForce GTX 3452;3037;1776;2060;2659;8944
1515;GeForce GTX 3453;3038;6654;322;2495;11213
1516;GeForce GTX 3454;3039;1913;2465;2354;17504
1517;GeForce GTX 3455;3040;1663;582;876;14496
1518;GeForce GTX 3456;3041;8732;1533;920;8870
1519;GeForce GTX 3457;3042;2828;2941;4326;12847
1520;GeForce GTX 3458;3043;4243;1711;4011;10526
1521;GeForce GTX 3459;3044;5675;1927;2761;1017
1522;GeForce GTX 3460;3045;9878;2779;3633;15685
1523;GeForce GTX 3461;3046;2903;556;1329;10297
1524;GeForce GTX 3462;3047;9624;1372;1716;7461
1525;GeForce GTX 3463;3048;6579;2740;4538;8235
1526;GeForce GTX 3464;3049;2432;645;1467;16831
1527;GeForce GTX 3465;3050;2152;2677;4482;5582
1528;GeForce GTX 3466;3051;2885;2072;4663;13213
1529;GeForce GTX 3467;3052;7241;1921;2922;15255
1530;GeForce GTX 3468;3053;6393;2604;3574;16033
1531;GeForce GTX 3469;3054;5390;481;3468;8159
1532;GeForce GTX 3470;3055;6221;923;553;10798
1533;GeForce GTX 3471;3056;6609;746;2459;14249
1534;GeForce GTX 3472;3057;8470;403;3336;16358
1535;GeForce GTX 3473;3058;3641;1499;1647;19111
1536;GeForce GTX 3474;3059;471;1961;465;4206
1537;GeForce GTX 3475;3060;4192;1278;2848;17271
1538;GeForce GTX 3476;3061;3000;2746;722;12105
1539;GeForce GTX 3477;3062;1299;2299;4739;2531
1540;GeForce GTX 3478;3063;3977;1136;4928;2563
1541;GeForce GTX 3479;3064;6516;2323;1643;3267
1542;GeForce GTX 3480;3065;919;2450;1457;4623
1543;GeForce GTX 3481;3066;7853;2522;2071;14424
1544;GeForce GTX 3482;3067;3780;438;2838;9650
1545;GeForce GTX 3483;3068;4844;314;1274;9778
1546;GeForce GTX 3484;3069;854;2998;741;8945
1547;GeForce GTX 3485;3070;1371;2658;493;667
1548;GeForce GTX 3486;3071;2738;1189;1541;11213
1549;GeForce GTX 3487;3072;7193;1977;3083;19861
1550;GeForce GTX 3488;3073;1425;1970;1285;2339
1551;GeForce GTX 3489;3074;8892;1085;312;1123
1552;GeForce GTX 3490;3075;2080;1353;1947;6902
1553;GeForce GTX 3491;3076;1439;2922;4436;697
1554;GeForce GTX 3492;3077;4680;2700;877;16432
1555;GeForce GTX 3493;3078;4830;1659;1269;6597
1556;GeForce GTX 3494;3079;6963;2476;4515;5854
1557;GeForce GTX 3495;3080;5888;2571;2171;10487
1558;GeForce GTX 3496;3081;6662;2490;4297;3230
1559;GeForce GTX 3497;3082;4996;2343;377;4404
1560;GeForce GTX 3498;3083;6647;1724;670;19771
1561;GeForce GTX 3499;3084;8972;1243;4598;3599
1562;GeForce GTX 3500;3085;8425;2409;1177;19801
1563;GeForce GTX 3501;3086;5474;2979;3411;10184
1564;GeForce GTX 3502;3087;8366;2069;1027;7273
1565;GeForce GTX 3503;3088;650;494;4446;7676
1566;GeForce GTX 3504;3089;3336;2434;1031;9724
1567;GeForce GTX 3505;3090;2718;1210;1801;2335
1568;GeForce GTX 3506;3091;3655;2921;1635;6866
1569;GeForce GTX 3507;3092;3207;268;1826;10782
1570;GeForce GTX 3508;3093;8314;2893;2492;2936
1571;GeForce GTX 3509;3094;8597;1507;802;6012
1572;GeForce GTX 3510;3095;955;1517;1785;11991
1573;GeForce GTX 3511;3096;6351;909;4918;5266
1574;GeForce GTX 3512;3097;2996;1290;4428;6289
1575;GeForce GTX 3513;3098;7858;2922;4846;5585
1576;GeForce GTX 3514;3099;5708;999;3254;683
1577;GeForce GTX 3515;3100;6537;121;2632;10664
1578;GeForce GTX 3516;3101;8503;2104;1265;8032
1579;GeForce GTX 3517;3102;4001;2571;4271;13663
1580;GeForce GTX 3518;3103;7910;2587;2799;15451
1581;GeForce GTX 3519;3104;7412;453;970;9752
1582;GeForce GTX 3520;3105;3118;1371;3878;14319
1583;GeForce GTX 3521;3106;9531;913;875;15997
1584;GeForce GTX 3522;3107;8117;1526;1425;7871
1585;GeForce GTX 3523;3108;1881;2290;2631;8048
1586;GeForce GTX 3524;3109;2071;2424;1525;6008
1587;GeForce GTX 3525;3110;4233;2389;376;3575
1588;GeForce GTX 3526;3111;8761;1390;2152;5746
1589;GeForce GTX 3527;3112;1710;674;3223;6872
1590;GeForce GTX 3528;3113;1823;616;4570;17528
1591;GeForce GTX 3529;3114;6892;1135;4648;15507
1592;GeForce GTX 3530;3115;7754;2459;501;19133
1593;GeForce GTX 3531;3116;4658;1468;4305;15973
1594;GeForce GTX 3532;3117;3490;1804;2402;9172
1595;GeForce GTX 3533;3118;4054;1845;3643;8582
1596;GeForce GTX 3534;3119;1543;1959;1249;5677
1597;GeForce GTX 3535;3120;714;840;2128;2437
1598;GeForce GTX 3536;3121;2790;2760;4480;13360
1599;GeForce GTX 3537;3122;1398;963;965;16528
1600;GeForce GTX 3538;3123;7030;504;1554;11080
1601;GeForce GTX 3539;3124;1657;347;4835;14923
1602;GeForce GTX 3540;3125;4441;2285;534;14537
1603;GeForce GTX 3541;3126;2937;112;371;8186
1604;GeForce GTX 3542;3127;1927;437;3206;2982
1605;GeForce GTX 3543;3128;4532;710;1913;4454
1606;GeForce GTX 3544;3129;3244;2898;4338;19954
1607;GeForce GTX 3545;3130;3595;1089;4072;6407
1608;GeForce GTX 3546;3131;6628;624;4505;2809
1609;GeForce GTX 3547;3132;3743;2687;4626;5619
1610;GeForce GTX 3548;3133;1904;1024;3924;19318
1611;GeForce GTX 3549;3134;7254;2515;4631;3422
1612;GeForce GTX 3550;3135;9364;709;1481;12882
1613;GeForce GTX 3551;3136;9819;1652;658;3304
1614;GeForce GTX 3552;3137;3428;1825;1537;10895
1615;GeForce GTX 3553;3138;3759;1621;1467;11244
1616;GeForce GTX 3554;3139;7102;777;712;10090
1617;GeForce GTX 3555;3140;8220;1110;4902;6100
1618;GeForce GTX 3556;3141;2292;2585;754;8455
1619;GeForce GTX 3557;3142;533;345;4649;3840
1620;GeForce GTX 3558;3143;7499;1472;4138;6161
1621;GeForce GTX 3559;3144;4166;2780;1289;5915
1622;GeForce GTX 3560;3145;5368;1610;4856;8681
1623;GeForce GTX 3561;3146;691;792;4558;11113
1624;GeForce GTX 3562;3147;7264;2712;2715;19509
1625;GeForce GTX 3563;3148;9134;2413;658;13393
1626;GeForce GTX 3564;3149;7339;2248;2865;7155
1627;GeForce GTX 3565;3150;3732;1389;1099;2186
1628;GeForce GTX 3566;3151;7249;1715;2890;4837
1629;GeForce GTX 3567;3152;1369;1985;2074;5234
1630;GeForce GTX 3568;3153;7400;1805;654;3318
1631;GeForce GTX 3569;3154;6572;2159;3538;5296
1632;GeForce GTX 3570;3155;8768;1407;4010;12301
1633;GeForce GTX 3571;3156;9108;756;3422;18010
1634;GeForce GTX 3572;3157;8137;867;4012;17614
1635;GeForce GTX 3573;3158;5690;1809;4594;10579
1636;GeForce GTX 3574;3159;3602;627;3612;7966
1637;GeForce GTX 3575;3160;671;1004;2953;5860
1638;GeForce GTX 3576;3161;9818;654;4865;9012
1639;GeForce GTX 3577;3162;7504;1703;965;6225
1640;GeForce GTX 3578;3163;5121;2558;3017;13946
1641;GeForce GTX 3579;3164;1157;360;2870;12643
1642;GeForce GTX 3580;3165;6004;2223;2551;18397
1643;GeForce GTX 3581;3166;2504;2969;4368;11674
1644;GeForce GTX 3582;3167;3210;2604;4388;18894
1645;GeForce GTX 3583;3168;8015;294;1551;19549
1646;GeForce GTX 3584;3169;2519;2890;4837;11308
1647;GeForce GTX 3585;3170;386;194;1453;12140
1648;GeForce GTX 3586;3171;7603;2476;4065;17604
1649;GeForce GTX 3587;3172;2901;590;3761;18582
1650;GeForce GTX 3588;3173;6203;931;1643;5432
1651;GeForce GTX 3589;3174;9999;1115;2442;1666
1652;GeForce GTX 3590;3175;6031;1451;3653;10015
1653;GeForce GTX 3591;3176;7915;892;1764;5531
1654;GeForce GTX 3592;3177;3682;2928;2502;17371
1655;GeForce GTX 3593;3178;9869;1288;2040;4918
1656;GeForce GTX 3594;3179;1073;234;2619;16422
1657;GeForce GTX 3595;3180;8783;337;4039;3271
1658;GeForce GTX 3596;3181;6597;1051;4836;5638
1659;GeForce GTX 3597;3182;9156;871;3466;18751
1660;GeForce GTX 3598;3183;7198;1431;3619;19505
1661;GeForce GTX 3599;3184;3071;2760;3914;5663
1662;GeForce GTX 3600;3185;1643;1712;3064;6281
1663;GeForce GTX 3601;3186;3787;1878;1624;19008
1664;GeForce GTX 3602;3187;4843;492;1146;9871
1665;GeForce GTX 3603;3188;1230;1805;2075;2360
1666;GeForce GTX 3604;3189;6798;916;1725;4561
1667;GeForce GTX 3605;3190;9910;2472;4331;5467
1668;GeForce GTX 3606;3191;976;2732;2493;6399
1669;GeForce GTX 3607;3192;1036;2071;3120;4530
1670;GeForce GTX 3608;3193;7019;542;2399;9724
1671;GeForce GTX 3609;3194;4111;2811;4745;3945
1672;GeForce GTX 3610;3195;5311;827;1763;19880
1673;GeForce GTX 3611;3196;1584;1189;4569;9961
1674;GeForce GTX 3612;3197;8501;914;3712;13473
1675;GeForce GTX 3613;3198;6014;2839;1641;2274
1676;GeForce GTX 3614;3199;8381;284;3807;3320
1677;GeForce GTX 3615;3200;1055;1364;3593;4949
1678;GeForce GTX 3616;3201;4213;2323;994;16405
1679;GeForce GTX 3617;3202;4388;467;504;14297
1680;GeForce GTX 3618;3203;9942;2657;3997;17496
1681;GeForce GTX 3619;3204;9252;1822;813;5288
1682;GeForce GTX 3620;3205;2171;2499;1489;11165
1683;GeForce GTX 3621;3206;4547;566;425;4524
1684;GeForce GTX 3622;3207;8277;2452;525;5752
1685;GeForce GTX 3623;3208;9858;2393;1854;6139
1686;GeForce GTX 3624;3209;4449;2188;3251;9145
1687;GeForce GTX 3625;3210;5908;151;987;4991
1688;GeForce GTX 3626;3211;1818;1183;4218;17568
1689;GeForce GTX 3627;3212;5845;1588;2202;12740
1690;GeForce GTX 3628;3213;8463;1759;2140;2562
1691;GeForce GTX 3629;3214;978;1505;3257;18394
1692;GeForce GTX 3630;3215;3018;726;4367;5489
1693;GeForce GTX 3631;3216;8032;421;1525;6276
1694;GeForce GTX 3632;3217;2567;2009;4395;13106
1695;GeForce GTX 3633;3218;5341;1769;3989;2671
1696;GeForce GTX 3634;3219;6778;2959;645;4135
1697;GeForce GTX 3635;3220;8116;817;3052;15434
1698;GeForce GTX 3636;3221;3972;2365;3364;13505
1699;GeForce GTX 3637;3222;5345;921;2299;19788
1700;GeForce GTX 3638;3223;3159;2289;552;11810
1701;GeForce GTX 3639;3224;2721;1405;361;4627
1702;GeForce GTX 3640;3225;3700;542;4116;7774
1703;GeForce GTX 3641;3226;2660;2784;1906;15925
1704;GeForce GTX 3642;3227;537;896;1462;15455
1705;GeForce GTX 3643;3228;9313;305;1575;4938
1706;GeForce GTX 3644;3229;1064;612;3437;18886
1707;GeForce GTX 3645;3230;3409;2746;4971;19384
1708;GeForce GTX 3646;3231;3213;194;4984;10664
1709;GeForce GTX 3647;3232;3396;355;2807;8101
1710;GeForce GTX 3648;3233;1225;1167;651;12917
1711;GeForce GTX 3649;3234;8746;2044;3253;10721
1712;GeForce GTX 3650;3235;7435;201;1416;6929
1713;GeForce GTX 3651;3236;5066;1821;4624;19665
1714;GeForce GTX 3652;3237;7929;2135;3869;5579
1715;GeForce GTX 3653;3238;4357;663;2201;8491
1716;GeForce GTX 3654;3239;7635;2560;2856;12110
1717;GeForce GTX 3655;3240;3987;2433;2596;14871
1718;GeForce GTX 3656;3241;5791;1994;3187;1974
1719;GeForce GTX 3657;3242;1626;206;3356;10594
1720;GeForce GTX 3658;3243;7603;372;1485;10596
1721;GeForce GTX 3659;3244;1328;2506;4807;1896
1722;GeForce GTX 3660;3245;3255;934;4847;10312
1723;GeForce GTX 3661;3246;3046;2087;4724;16266
1724;GeForce GTX 3662;3247;6099;2274;1193;19480
1725;GeForce GTX 3663;3248;9660;1762;991;6187
1726;GeForce GTX 3664;3249;6450;120;4350;12118
1727;GeForce GTX 3665;3250;7541;863;3867;12230
1728;GeForce GTX 3666;3251;8414;2502;1927;10388
1729;GeForce GTX 3667;3252;5850;816;1412;10528
1730;GeForce GTX 3668;3253;1628;515;3396;1995
1731;GeForce GTX 3669;3254;8680;828;3662;18656
1732;GeForce GTX 3670;3255;5844;2617;4429;13775
1733;GeForce GTX 3671;3256;4292;378;3785;1667
1734;GeForce GTX 3672;3257;2160;2112;2878;19362
1735;GeForce GTX 3673;3258;4553;127;474;3741
1736;GeForce GTX 3674;3259;5550;2305;3630;16641
1737;GeForce GTX 3675;3260;4257;1271;4860;6279
1738;GeForce GTX 3676;3261;5180;168;4939;12744
1739;GeForce GTX 3677;3262;9832;158;3482;5053
1740;GeForce GTX 3678;3263;4489;622;4194;3454
1741;GeForce GTX 3679;3264;8815;670;4681;18796
1742;GeForce GTX 3680;3265;9296;2586;4446;11518
1743;GeForce GTX 3681;3266;3298;1230;3133;17297
1744;GeForce GTX 3682;3267;1824;1478;4925;2632
1745;GeForce GTX 3683;3268;6322;2568;2233;6627
1746;GeForce GTX 3684;3269;7647;2850;306;8626
1747;GeForce GTX 3685;3270;3889;2847;2268;8236
1748;GeForce GTX 3686;3271;7304;2751;3582;12386
1749;GeForce GTX 3687;3272;6620;1830;2520;10793
1750;GeForce GTX 3688;3273;9885;2112;4094;4687
1751;GeForce GTX 3689;3274;5046;2819;1322;14772
1752;GeForce GTX 3690;3275;4959;2452;1593;5930
1753;GeForce GTX 3691;3276;2752;2047;2949;3158
1754;GeForce GTX 3692;3277;9497;2271;3515;1345
1755;GeForce GTX 3693;3278;7534;1126;789;871
1756;GeForce GTX 3694;3279;1444;374;4506;6328
1757;GeForce GTX 3695;3280;9830;624;2709;4952
1758;GeForce GTX 3696;3281;6406;2580;2651;9664
1759;GeForce GTX 3697;3282;677;673;2328;11926
1760;GeForce GTX 3698;3283;5029;2259;2072;8840
1761;GeForce GTX 3699;3284;8213;1600;4184;19221
1762;GeForce GTX 3700;3285;5328;2999;2967;13964
1763;GeForce GTX 3701;3286;533;521;1163;5350
1764;GeForce GTX 3702;3287;6887;2334;2703;12014
1765;GeForce GTX 3703;3288;5167;2364;306;12278
1766;GeForce GTX 3704;3289;2694;2011;2782;3633
1767;GeForce GTX 3705;3290;9163;413;1334;6870
1768;GeForce GTX 3706;3291;2247;347;3681;13755
1769;GeForce GTX 3707;3292;4154;2163;2953;2187
1770;GeForce GTX 3708;3293;1066;2043;4329;3368
1771;GeForce GTX 3709;3294;8362;2245;840;4108
1772;GeForce GTX 3710;3295;8913;640;5000;9158
1773;GeForce GTX 3711;3296;7109;2149;3208;14186
1774;GeForce GTX 3712;3297;7736;2157;2071;15550
1775;GeForce GTX 3713;3298;1456;2308;2729;10042
1776;GeForce GTX 3714;3299;6338;2159;1012;13457
1777;GeForce GTX 3715;3300;8115;897;2176;11253
1778;GeForce GTX 3716;3301;3208;1789;1629;9709
1779;GeForce GTX 3717;3302;3034;1791;3645;3966
1780;GeForce GTX 3718;3303;9142;370;2582;15548
1781;GeForce GTX 3719;3304;646;957;2717;18481
1782;GeForce GTX 3720;3305;9409;669;363;8711
1783;GeForce GTX 3721;3306;5828;2486;1628;8536
1784;GeForce GTX 3722;3307;5058;604;2233;15218
1785;GeForce GTX 3723;3308;7186;2666;4732;14724
1786;GeForce GTX 3724;3309;9132;2452;3910;18616
1787;GeForce GTX 3725;3310;1005;2810;2696;18063
1788;GeForce GTX 3726;3311;5723;672;3297;12599
1789;GeForce GTX 3727;3312;5246;894;2054;18892
1790;GeForce GTX 3728;3313;2846;917;4386;14648
1791;GeForce GTX 3729;3314;1232;1810;935;1069
1792;GeForce GTX 3730;3315;1541;2122;3863;3360
1793;GeForce GTX 3731;3316;4757;1461;3528;10090
1794;GeForce GTX 3732;3317;3055;464;3122;8508
1795;GeForce GTX 3733;3318;5032;2409;1849;11890
1796;GeForce GTX 3734;3319;4750;2193;2439;17388
1797;GeForce GTX 3735;3320;5205;2118;3280;7296
1798;GeForce GTX 3736;3321;1151;2667;3748;6722
1799;GeForce GTX 3737;3322;384;2509;3360;5607
1800;GeForce GTX 3738;3323;2493;111;1763;16335
1801;GeForce GTX 3739;3324;639;1131;3161;6096
1802;GeForce GTX 3740;3325;5696;1396;3710;13391
1803;GeForce GTX 3741;3326;2017;1173;791;5831
1804;GeForce GTX 3742;3327;4214;2002;4771;11251
1805;GeForce GTX 3743;3328;8026;2258;4721;2784
1806;GeForce GTX 3744;3329;9349;1300;1360;8615
1807;GeForce GTX 3745;3330;4447;2883;3943;5957
1808;GeForce GTX 3746;3331;3905;378;1372;15237
1809;GeForce GTX 3747;3332;5942;1867;2930;14391
1810;GeForce GTX 3748;3333;2726;900;4489;6751
1811;GeForce GTX 3749;3334;2678;1927;655;17357
1812;GeForce GTX 3750;3335;862;1600;3348;11896
1813;GeForce GTX 3751;3336;1393;2723;625;4892
1814;GeForce GTX 3752;3337;7845;1550;1977;2779
1815;GeForce GTX 3753;3338;8582;2798;1772;5625
1816;GeForce GTX 3754;3339;5735;1210;1883;4735
1817;GeForce GTX 3755;3340;376;2176;1401;1806
1818;GeForce GTX 3756;3341;6460;1810;3234;15272
1819;GeForce GTX 3757;3342;5327;1834;883;7034
1820;GeForce GTX 3758;3343;4422;1037;2870;19004
1821;GeForce GTX 3759;3344;2221;1556;2364;576
1822;GeForce GTX 3760;3345;9352;1326;490;1393
1823;GeForce GTX 3761;3346;4181;1122;1584;10706
1824;GeForce GTX 3762;3347;7638;2843;1486;9609
1825;GeForce GTX 3763;3348;3672;340;4188;16761
1826;GeForce GTX 3764;3349;7546;2188;3750;817
1827;GeForce GTX 3765;3350;6605;727;4097;19673
1828;GeForce GTX 3766;3351;4283;793;3010;12042
1829;GeForce GTX 3767;3352;1058;1394;4897;9546
1830;GeForce GTX 3768;3353;3807;1254;1974;13586
1831;GeForce GTX 3769;3354;4108;660;2735;19029
1832;GeForce GTX 3770;3355;4776;449;2495;10460
1833;GeForce GTX 3771;3356;2097;2439;4945;3581
1834;GeForce GTX 3772;3357;919;1685;1153;14679
1835;GeForce GTX 3773;3358;2772;2643;2092;5996
1836;GeForce GTX 3774;3359;8144;387;576;15270
1837;GeForce GTX 3775;3360;2155;1002;3347;10587
1838;GeForce GTX 3776;3361;918;1400;825;11568
1839;GeForce GTX 3777;3362;5683;1727;1669;19503
1840;GeForce GTX 3778;3363;2031;831;1838;17549
1841;GeForce GTX 3779;3364;7664;260;3642;3589
1842;GeForce GTX 3780;3365;1758;1398;2412;19890
1843;GeForce GTX 3781;3366;2114;2565;1131;3168
1844;GeForce GTX 3782;3367;4856;1545;751;12006
1845;GeForce GTX 3783;3368;3602;495;4434;8700
1846;GeForce GTX 3784;3369;5847;1764;4698;5296
1847;GeForce GTX 3785;3370;9821;293;4309;17224
1848;GeForce GTX 3786;3371;8263;1191;3963;16365
1849;GeForce GTX 3787;3372;9921;1240;4641;19368
1850;GeForce GTX 3788;3373;5344;2881;4411;12757
1851;GeForce GTX 3789;3374;1604;2322;955;5204
1852;GeForce GTX 3790;3375;5947;909;2868;8546
1853;GeForce GTX 3791;3376;5783;1160;4261;14237
1854;GeForce GTX 3792;3377;404;1897;3708;10314
1855;GeForce GTX 3793;3378;1423;1248;1202;11121
1856;GeForce GTX 3794;3379;2093;916;709;11971
1857;GeForce GTX 3795;3380;9612;2178;1523;12020
1858;GeForce GTX 3796;3381;1966;973;903;18165
1859;GeForce GTX 3797;3382;7835;2879;1925;3448
1860;GeForce GTX 3798;3383;5445;2575;1974;2486
1861;GeForce GTX 3799;3384;3310;2947;3834;15930
1862;GeForce GTX 3800;3385;7379;310;3727;14078
1863;GeForce GTX 3801;3386;9227;914;2841;2711
1864;GeForce GTX 3802;3387;4920;1813;1597;3003
1865;GeForce GTX 3803;3388;8101;1564;3173;15284
1866;GeForce GTX 3804;3389;2157;2695;1705;19504
1867;GeForce GTX 3805;3390;8505;2418;3471;19703
1868;GeForce GTX 3806;3391;1559;1008;894;18883
1869;GeForce GTX 3807;3392;322;223;4749;19761
1870;GeForce GTX 3808;3393;5374;239;3417;14785
1871;GeForce GTX 3809;3394;1603;2232;1651;9754
1872;GeForce GTX 3810;3395;6548;1185;2307;775
1873;GeForce GTX 3811;3396;3867;2510;1704;1299
1874;GeForce GTX 3812;3397;509;565;4042;609
1875;GeForce GTX 3813;3398;8644;1864;2775;18502
1876;GeForce GTX 3814;3399;1886;1187;4085;15367
1877;GeForce GTX 3815;3400;968;2733;457;10356
1878;GeForce GTX 3816;3401;860;1828;3353;9091
1879;GeForce GTX 3817;3402;3282;2502;3812;7929
1880;GeForce GTX 3818;3403;533;2488;4406;7459
1881;GeForce GTX 3819;3404;1683;689;4284;1919
1882;GeForce GTX 3820;3405;1041;1144;3120;13698
1883;GeForce GTX 3821;3406;5914;1558;2688;1954
1884;GeForce GTX 3822;3407;6148;1214;3410;2336
1885;GeForce GTX 3823;3408;516;2961;1350;6239
1886;GeForce GTX 3824;3409;4991;2023;4546;8683
1887;GeForce GTX 3825;3410;7978;1731;2476;6273
1888;GeForce GTX 3826;3411;894;1811;4441;5061
1889;GeForce GTX 3827;3412;7095;1643;3254;5984
1890;GeForce GTX 3828;3413;5676;564;1233;6934
1891;GeForce GTX 3829;3414;9403;2169;2076;17975
1892;GeForce GTX 3830;3415;3614;2686;2334;2535
1893;GeForce GTX 3831;3416;1419;2997;2788;8800
1894;GeForce GTX 3832;3417;8491;144;348;5888
1895;GeForce GTX 3833;3418;4132;2653;4181;19468
1896;GeForce GTX 3834;3419;781;2732;4044;15132
1897;GeForce GTX 3835;3420;1349;2055;862;5990
1898;GeForce GTX 3836;3421;4264;2479;2887;10260
1899;GeForce GTX 3837;3422;1067;2927;1264;16937
1900;GeForce GTX 3838;3423;4338;248;3307;14060
1901;GeForce GTX 3839;3424;3658;141;1930;15690
1902;GeForce GTX 3840;3425;3524;1681;3314;528
1903;GeForce GTX 3841;3426;3504;1490;737;13853
1904;GeForce GTX 3842;3427;6881;2770;3675;18306
1905;GeForce GTX 3843;3428;929;686;1002;15432
1906;GeForce GTX 3844;3429;1986;805;2941;9444
1907;GeForce GTX 3845;3430;7063;322;2070;14677
1908;GeForce GTX 3846;3431;4151;268;3726;12192
1909;GeForce GTX 3847;3432;1138;2166;4293;11993
1910;GeForce GTX 3848;3433;3756;1489;1703;6754
1911;GeForce GTX 3849;3434;4236;161;3939;5869
1912;GeForce GTX 3850;3435;3300;1283;623;11270
1913;GeForce GTX 3851;3436;8796;405;3391;9466
1914;GeForce GTX 3852;3437;2206;973;3187;683
1915;GeForce GTX 3853;3438;2317;2853;3286;8725
1916;GeForce GTX 3854;3439;1436;1431;3282;14905
1917;GeForce GTX 3855;3440;7412;1916;2927;14325
1918;GeForce GTX 3856;3441;9608;822;2764;7182
1919;GeForce GTX 3857;3442;8416;2434;353;11171
1920;GeForce GTX 3858;3443;3556;375;1759;5112
1921;GeForce GTX 3859;3444;4808;2550;2169;767
1922;GeForce GTX 3860;3445;3333;1321;3307;1076
1923;GeForce GTX 3861;3446;1197;1589;3978;10479
1924;GeForce GTX 3862;3447;650;1265;1916;16201
1925;GeForce GTX 3863;3448;8934;1340;4795;6893
1926;GeForce GTX 3864;3449;2954;1158;954;650
1927;GeForce GTX 3865;3450;8311;368;2765;9884
1928;GeForce GTX 3866;3451;7958;589;310;15652
1929;GeForce GTX 3867;3452;941;1028;615;9387
1930;GeForce GTX 3868;3453;1645;2250;3229;8814
1931;GeForce GTX 3869;3454;5362;282;3929;11707
1932;GeForce GTX 3870;3455;9767;2158;4946;9544
1933;GeForce GTX 3871;3456;3643;1729;1310;3798
1934;GeForce GTX 3872;3457;3724;504;3437;17538
1935;GeForce GTX 3873;3458;3538;1084;1327;12010
1936;GeForce GTX 3874;3459;8683;2519;768;19827
1937;GeForce GTX 3875;3460;3110;2466;1609;4264
1938;GeForce GTX 3876;3461;10000;2852;1394;8916
1939;GeForce GTX 3877;3462;6175;1383;3699;12793
1940;GeForce GTX 3878;3463;6723;2632;604;15090
1941;GeForce GTX 3879;3464;4702;2418;4909;18726
1942;GeForce GTX 3880;3465;4121;756;3903;3611
1943;GeForce GTX 3881;3466;8613;2572;4864;3034
1944;GeForce GTX 3882;3467;9233;576;4533;14860
1945;GeForce GTX 3883;3468;1032;1352;1915;3941
1946;GeForce GTX 3884;3469;867;1665;3525;15620
1947;GeForce GTX 3885;3470;355;244;2551;3249
1948;GeForce GTX 3886;3471;732;1210;4376;3546
1949;GeForce GTX 3887;3472;9008;1112;4639;18166
1950;GeForce GTX 3888;3473;9673;1201;1569;9819
1951;GeForce GTX 3889;3474;5079;2037;4439;11285
1952;GeForce GTX 3890;3475;1759;806;1807;15644
1953;GeForce GTX 3891;3476;7808;1711;2122;4667
1954;GeForce GTX 3892;3477;8020;1254;1097;8253
1955;GeForce GTX 3893;3478;5097;2416;4589;8232
1956;GeForce GTX 3894;3479;7755;2095;1402;1436
1957;GeForce GTX 3895;3480;2875;456;1992;12987
1958;GeForce GTX 3896;3481;7574;2618;4202;6090
1959;GeForce GTX 3897;3482;5884;1104;2935;2108
1960;GeForce GTX 3898;3483;7954;228;4761;8024
1961;GeForce GTX 3899;3484;5717;2842;2756;18574
1962;GeForce GTX 3900;3485;3176;1226;1976;17386
1963;GeForce GTX 3901;3486;9796;2247;1763;6753
1964;GeForce GTX 3902;3487;9950;2430;751;17884
1965;GeForce GTX 3903;3488;5267;378;3830;18671
1966;GeForce GTX 3904;3489;6062;2878;3096;8608
1967;GeForce GTX 3905;3490;3222;2954;3882;5885
1968;GeForce GTX 3906;3491;6949;1999;847;4343
1969;GeForce GTX 3907;3492;1999;983;1489;13935
1970;GeForce GTX 3908;3493;6020;1124;2849;18854
1971;GeForce GTX 3909;3494;3879;939;2818;7817
1972;GeForce GTX 3910;3495;7888;1221;533;14486
1973;GeForce GTX 3911;3496;5755;2598;4921;6930
1974;GeForce GTX 3912;3497;6685;575;2403;9464
1975;GeForce GTX 3913;3498;9408;1209;2967;13435
1976;GeForce GTX 3914;3499;2278;1619;2780;5370
1977;GeForce GTX 3915;3500;4933;698;4602;17267
1978;GeForce GTX 3916;3501;4744;285;1715;7956
1979;GeForce GTX 3917;3502;5810;2821;4319;2557
1980;GeForce GTX 3918;3503;1465;543;4487;4731
1981;GeForce GTX 3919;3504;5169;1622;1819;4228
1982;GeForce GTX 3920;3505;9266;1032;5000;14596
1983;GeForce GTX 3921;3506;1750;392;1041;4160
1984;GeForce GTX 3922;3507;9285;1222;2013;7111
1985;GeForce GTX 3923;3508;3655;1488;1239;4883
1986;GeForce GTX 3924;3509;5307;120;863;7664
1987;GeForce GTX 3925;3510;7533;1980;3401;18261
1988;GeForce GTX 3926;3511;5338;2681;1692;18777
1989;GeForce GTX 3927;3512;3830;2406;3568;11654
1990;GeForce GTX 3928;3513;3854;1220;3495;13409
1991;GeForce GTX 3929;3514;2701;852;665;8223
1992;GeForce GTX 3930;3515;4725;1265;3986;9424
1993;GeForce GTX 3931;3516;7810;2023;1954;17342
1994;GeForce GTX 3932;3517;692;1585;4874;14659
1995;GeForce GTX 3933;3518;5152;1455;1237;8845
1996;GeForce GTX 3934;3519;6976;1907;672;1948
1997;GeForce GTX 3935;3520;2525;2936;2251;14230
1998;GeForce GTX 3936;3521;9984;1307;1136;1730
1999;GeForce GTX 3937;3522;8046;1512;998;18692
